,stroma,plasmablast-enriched stroma,lymphoid structure,tumor-stroma boundary,myeloid-enriched stroma,tumor interior
56,0.1264695,0.15745613,0.33469173,0.11659779,0.06421256,0.20057227
57,0.1482592,0.19099447,0.3153446,0.119539976,0.069528535,0.15633327
58,0.18420504,0.26121616,0.15652816,0.17490163,0.045595817,0.17755316
59,0.17995603,0.17145647,0.27857184,0.15588707,0.023335336,0.19079322
60,0.14830165,0.14993262,0.25865757,0.16095616,0.010924402,0.2712276
61,0.13872515,0.15012582,0.14770669,0.17798787,0.012158279,0.37329614
62,0.17980075,0.15535986,0.1764962,0.19480783,0.010163866,0.28337145
63,0.1760297,0.16550848,0.13266109,0.20564032,0.0067427605,0.31341764
64,0.13160202,0.21155941,0.10642301,0.18111312,0.01212343,0.35717896
65,0.15615675,0.18555003,0.10816766,0.19826338,0.008177659,0.3436845
66,0.1501337,0.23427798,0.06966213,0.20423171,0.004729102,0.33696538
67,0.1589236,0.2474496,0.04953454,0.21200673,0.008784963,0.32330048
68,0.17498262,0.27839765,0.062252007,0.2097997,0.010202169,0.2643658
69,0.17051992,0.34679827,0.04771382,0.20515777,0.0075417403,0.22226842
70,0.13536844,0.26363254,0.04762505,0.19911891,0.024124742,0.3301303
71,0.12798354,0.25393507,0.05152632,0.19306232,0.030958122,0.3425346
72,0.10556164,0.2690675,0.04176854,0.18166693,0.061559133,0.34037635
73,0.11897366,0.22986576,0.042797193,0.1925025,0.037772786,0.37808815
74,0.13112818,0.25239012,0.040514044,0.2013797,0.05303486,0.3215531
75,0.1436899,0.2759895,0.06046584,0.19562364,0.04001119,0.28421986
76,0.13838279,0.2576653,0.06054221,0.19391431,0.04498143,0.3045139
77,0.13566503,0.2551096,0.06207093,0.1904462,0.057966314,0.29874188
78,0.10503836,0.20313674,0.067515604,0.17091562,0.05860984,0.39478388
79,0.08431495,0.24818121,0.101554364,0.13978295,0.09616826,0.32999822
80,0.07465709,0.17560926,0.1237731,0.1263014,0.13814525,0.3615139
81,0.06719437,0.12276284,0.112516746,0.12007516,0.17111616,0.40633476
82,0.07539975,0.15177304,0.12143339,0.12719278,0.139831,0.38437006
83,0.067642935,0.13983065,0.18593554,0.10959958,0.1259011,0.37109014
84,0.07414727,0.14892519,0.20006594,0.11228003,0.123498894,0.34108263
85,0.08187687,0.20022586,0.14079092,0.12771696,0.12799275,0.3213967
