,niche1,niche2,niche3,niche4,niche5,niche6,niche9,niche10
27,0.028169014,0.43661973,0.0,0.0,0.45070422,0.08450704,0.0,0.0
28,0.0373444,0.36514524,0.012448133,0.0,0.4647303,0.12033195,0.0,0.0
29,0.028,0.344,0.04,0.0,0.464,0.124,0.0,0.0
30,0.038297873,0.3531915,0.05957447,0.0,0.42553192,0.12340426,0.0,0.0
31,0.021929825,0.42982456,0.12719299,0.0,0.32894737,0.09210526,0.0,0.0
32,0.02734375,0.4140625,0.15234375,0.0,0.2890625,0.1171875,0.0,0.0
33,0.004032258,0.35887095,0.18951613,0.0,0.375,0.07258064,0.0,0.0
34,0.004201681,0.33193278,0.25630254,0.0,0.3739496,0.033613447,0.0,0.0
35,0.003984064,0.3984064,0.25099602,0.0,0.30677292,0.03984064,0.0,0.0
36,0.0,0.39583334,0.23333333,0.0,0.29166666,0.079166666,0.0,0.0
37,0.0,0.39130434,0.29249012,0.0,0.22134387,0.08695652,0.007905139,0.0
38,0.003508772,0.33333334,0.27017543,0.0,0.26666668,0.08421053,0.042105265,0.0
39,0.0116731515,0.34241244,0.28015563,0.0,0.19066148,0.05836576,0.11673152,0.0
40,0.0,0.28514057,0.24899599,0.0,0.25301206,0.044176705,0.16867469,0.0
41,0.003816794,0.259542,0.26335877,0.0,0.28625953,0.030534351,0.15648855,0.0
42,0.005291005,0.25396827,0.26455027,0.0,0.27513227,0.04232804,0.15873016,0.0
43,0.0043290043,0.21212122,0.27705628,0.0,0.2900433,0.043290045,0.17316018,0.0
44,0.011904762,0.17063493,0.27380952,0.0,0.2777778,0.083333336,0.18253969,0.0
45,0.0,0.14693877,0.26122448,0.008163265,0.2734694,0.10612245,0.20408164,0.0
46,0.0038314175,0.13409962,0.22222222,0.019157087,0.27586207,0.11494253,0.22988506,0.0
47,0.0074074073,0.13703704,0.2777778,0.0037037036,0.21481481,0.12592593,0.23333333,0.0
48,0.0,0.17081851,0.2455516,0.017793594,0.2064057,0.09608541,0.26334518,0.0
49,0.0034722222,0.1423611,0.21180555,0.0069444445,0.19097222,0.090277776,0.35416666,0.0
50,0.003717472,0.05204461,0.23791821,0.0,0.23048328,0.10780669,0.36802974,0.0
51,0.01048951,0.108391605,0.23426573,0.0034965035,0.15384616,0.12587413,0.36363637,0.0
52,0.006557377,0.07540984,0.24262296,0.016393442,0.12786885,0.11803278,0.41311476,0.0
53,0.024561403,0.05263158,0.24912281,0.021052632,0.15438597,0.12982456,0.36842105,0.0
54,0.0032051282,0.044871796,0.27564102,0.022435898,0.14102565,0.10576923,0.4070513,0.0
55,0.0031545742,0.04731861,0.30914825,0.03154574,0.09148265,0.110410094,0.40694007,0.0
56,0.0032258064,0.051612902,0.24193548,0.016129032,0.103225805,0.11612903,0.46774194,0.0
57,0.0031746032,0.022222223,0.2888889,0.034920637,0.07936508,0.0952381,0.47619048,0.0
58,0.0,0.027027028,0.3063063,0.039039038,0.084084086,0.09309309,0.45045045,0.0
59,0.012345679,0.027777778,0.3117284,0.040123455,0.061728396,0.09876543,0.44753087,0.0
60,0.009375,0.034375,0.271875,0.034375,0.06875,0.1,0.48125,0.0
61,0.008720931,0.031976745,0.27906978,0.06395349,0.05232558,0.093023255,0.47093022,0.0
62,0.012269938,0.030674847,0.24233128,0.030674847,0.049079753,0.07668712,0.5582822,0.0
63,0.015384615,0.03076923,0.21538462,0.04307692,0.04307692,0.083076924,0.5692308,0.0
64,0.014577259,0.023323616,0.2186589,0.052478135,0.037900876,0.0670554,0.5860058,0.0
65,0.0,0.038011696,0.21929824,0.07309941,0.02631579,0.06140351,0.58187133,0.0
66,0.0,0.017492712,0.25072888,0.08454811,0.029154519,0.046647232,0.5714286,0.0
67,0.008196721,0.021857923,0.2021858,0.08469945,0.057377048,0.05191257,0.57377046,0.0
68,0.033950616,0.012345679,0.21604939,0.11728395,0.055555556,0.046296295,0.5185185,0.0
69,0.05785124,0.008264462,0.17906336,0.11570248,0.041322313,0.03305785,0.5647383,0.0
